qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q221392;cosmos;"Univers observable";"Observable universe";"phare";8;4;ecrit;"fr";2026-09-03;2026-09-07;;"Il fait 93 milliards d'années-lumière de large alors que l'univers n'a que 13,8 milliards d'années : l'espace lui-même s'est étiré.";"L'Univers observable est, en cosmologie, la partie de notre Univers visible depuis la Terre. Il est donc une boule dont la limite est située à l'horizon des particules et dont la Terre constitue le centre."
Q104154;sciences;"Urbain Le Verrier";"Urbain Le Verrier";"phare";8;0;a-ecrire;"";2026-09-03;;;"Il a découvert Neptune sans jamais lever les yeux vers le ciel, uniquement en calculant où une planète invisible devait forcément se trouver.";"Urbain Le Verrier, né à Saint-Lô le 11 mars 1811, mort à Paris le 23 septembre 1877, est un astronome, mathématicien français spécialisé en mécanique céleste et fondateur de la météorologie moderne française."
Q1694882;mysteres;"";"USS Cyclops";"phare";8;1;a-ecrire;"";2026-09-03;;;"Un navire de cent soixante-cinq mètres et trois cent six hommes s'est évaporé en 1918 sans un message radio ni un débris.";"L'USS Cyclops (AC-4) est l'un des quatre charbonniers de la classe Proteus construit pour la Marine américaine en 1910. Son nom fait référence aux Cyclopes, des géants de la mythologie grecque (il s'agit du deuxième navire de la marine américaine à porter ce nom)."
Q44371;cosmos;"Valentina Terechkova";"Valentina Tereshkova";"phare+saviez";8;5;ecrit;"fr";2026-09-03;2026-09-07;;"Ouvrière et parachutiste amateur, la première femme dans l'espace y a passé plus de temps que tous les astronautes américains réunis.";"Valentina Vladimirovna Terechkova (en russe : Валентина Владимировна Терешкова, /vɐlʲɪnʲˈtʲinə vlɐˈdʲimʲɪrəvnə tʲɪrʲɪʂˈkovə/ ), surnommée la Mouette, née le 6 mars 1937 à Maslennikovo (raïon de Toutaïev dans l'oblast de Iaroslavl), est une cosmonaute et est la première femme à être allée dans l'espace à l'âge de 26 ans."
Q152800;cosmos;"";"Venera 7";"phare";8;2;ecrit;"fr";2026-09-03;2026-09-07;;"Premier atterrissage réussi sur une autre planète : le signal, jugé nul, n'a été retrouvé qu'après réanalyse des bandes magnétiques.";"Venera 7 (en russe : Венера-7) est une sonde spatiale du programme Venera lancée 17 août 1970 par l'Union soviétique vers Vénus. C'est la première sonde qui réussit à atterrir avec succès sur une autre planète et à transmettre des informations depuis celle-ci vers la Terre."
Q1994709;histoire;"Vente d'épouse en Angleterre";"Wife selling (English custom)";"insolite+phare+saviez";8;2;publie;"fr";2026-09-03;;2026-09-05;"Des maris anglais conduisaient leur femme au marché au bout d'une corde et la vendaient publiquement, faute de pouvoir divorcer.";"La vente d'épouse est une coutume observée en Angleterre, apparue probablement à la fin du XVIIe siècle, qui permettait de mettre fin, par consentement mutuel, à un mariage insatisfaisant, lorsque le divorce n'était accessible qu'aux plus riches."
Q155825;vivant;"";"Venus flytrap";"phare+saviez";8;1;ecrit;"fr";2026-09-03;2026-09-07;;"Elle compte : un contact ne fait rien, deux referment le piège, cinq déclenchent la digestion, et elle garde ce décompte en mémoire une trentaine de secondes.";"La Dionée attrape-mouche (Dionaea muscipula) est une plante carnivore, sans doute la plus connue et la plus emblématique. C'est une plante vivace herbacée de la famille des Droseraceae."
Q482828;mysteres;"";"Vernal, Utah";"phare";8;0;a-ecrire;"";2026-09-03;;;"Une banque de l'Utah a été bâtie en 1919 avec quatre-vingt mille briques envoyées par colis postal, cinquante par paquet, parce que c'était moins cher que le fret.";"La ville américaine de Vernal est le siège du comté de Uintah, dans l’État de l’Utah. Sa population a été estimée à 9 817 habitants en 2012."
Q267275;histoire;"Violet Constance Jessop";"Violet Jessop";"insolite+phare+saviez";8;6;publie;"fr";2026-09-03;;2026-09-05;"Infirmière, elle a survécu au naufrage du Titanic, à celui du Britannic et à la collision de l'Olympic.";"Violet Constance Jessop (2 octobre 1887 − 5 mai 1971) est une hôtesse et infirmière britannique. Elle est surtout connue pour avoir survécu aux principaux accidents des trois sister-ships géants de la White Star Line, les navires de la classe Olympic."
Q321;cosmos;"Voie lactée";"Milky Way";"phare+saviez";8;3;ecrit;"fr";2026-09-03;2026-09-07;;"Notre galaxie a dévoré des dizaines de galaxies naines, dont on retrouve encore les cadavres en longs courants d'étoiles.";"La Voie lactée, aussi nommée la Galaxie (avec une majuscule), est une galaxie spirale barrée qui comprend entre 200 et 400 milliards d'étoiles, et au moins autant de planètes."
Q370555;histoire;"Vol Air Canada 143";"Gimli Glider";"insolite+phare";8;4;publie;"fr";2026-09-03;;2026-09-05;"Un Boeing s'est retrouvé sans carburant à onze mille mètres parce que les techniciens avaient confondu livres et kilogrammes.";"Le 23 juillet 1983, le Boeing 767 effectuant le vol 143 d'Air Canada, un vol intérieur régulier entre Montréal, au Québec, et Edmonton, dans l'Alberta, s'est retrouvé à court de carburant à 12 000 mètres d'altitude, au centre du Canada, et a réussi à rejoindre en vol plané une base aérienne militair"
Q865513;mysteres;"Vol Helios Airways 522";"Helios Airways Flight 522";"phare";8;0;a-ecrire;"";2026-09-03;;;"En 2005, des pilotes de chasse ont vu par le hublot un avion de ligne dont tous les occupants étaient inconscients, volant seul sur pilote automatique.";"Le vol Helios Airways 522 (ZU522) est un vol international régulier assurant la liaison entre Larnaca, à Chypre, et Prague, en République tchèque, avec une escale prévue à l'aéroport international d'Athènes Elefthérios-Venizélos, en Grèce."
Q36986;arts;"Volapük";"Volapük";"phare+saviez";8;2;a-ecrire;"";2026-09-03;;;"Inventée par un prêtre allemand à la suite d'un rêve, elle a compté un million d'adeptes avant de s'effondrer en querelles de grammaire.";"Le volapük (/volɑˈpyk/) ou volapuk est une langue construite créée en 1879-1880 par Johann Martin Schleyer, un prêtre catholique allemand, qui, lors d'une insomnie, sentit que Dieu lui commandait de créer une langue auxiliaire internationale."
Q192834;cosmos;"WASP-12 b";"WASP-12b";"phare";8;3;ecrit;"fr";2026-09-03;2026-09-07;;"Cette planète est dévorée par son étoile et absorbe 94 % de la lumière qui la frappe : elle est plus noire que l'asphalte.";"WASP-12 b est une exoplanète de type Jupiter chaud qui orbite en 1,09 jour autour de l'étoile WASP-12, située à environ 870 années-lumière (270 pc) du Soleil, dans la constellation du Cocher."
Q7997465;mysteres;"Who put Bella in the Wych Elm?";"Who put Bella in the wych elm?";"insolite+phare";8;1;a-ecrire;"";2026-09-03;;;"En 1943, des enfants trouvent un crâne dans un orme creux ; depuis, des graffitis « Qui a mis Bella dans l'orme ? » réapparaissent régulièrement sur les murs anglais.";"Who put Bella in the Wych Elm?"
Q35149;sciences;"Wilhelm Röntgen";"Wilhelm Röntgen";"phare";8;0;a-ecrire;"";2026-09-03;;;"La première radiographie de l'histoire montre la main de son épouse, qui s'écria en voyant ses propres os : j'ai vu ma mort.";"Wilhelm Conrad Röntgen est un physicien allemand, né le 27 mars 1845 à Lennep en province de Rhénanie, et mort le 10 février 1923 à Munich. Il fait une grande partie de sa scolarité aux Pays-Bas avant d'entrer à l'École polytechnique fédérale de Zurich."
Q62071;mysteres;"";"Wilhelm Voigt";"phare";8;0;a-ecrire;"";2026-09-03;;;"En 1906, un cordonnier a acheté un uniforme d'officier d'occasion, réquisitionné dix soldats dans la rue, arrêté un maire et emporté la caisse de la ville.";"Le capitaine de Köpenick (en allemand : der Hauptmann von Köpenick) [ˈhaʊptman fɔn ˈkøːpənɪk] , de son vrai nom Friedrich Wilhelm Voigt (né le 13 février 1849 à Tilsit et mort le 3 janvier 1922 à Luxembourg), est un imposteur allemand."
Q2069856;esprit;"";"Willem Klein";"phare";8;1;a-ecrire;"";2026-09-03;;;"Calculateur mental du CERN, il extrayait des racines soixante-treizièmes de nombres de cinq cents chiffres plus vite que les premiers ordinateurs.";"Willem (dit « Wim ») Klein (né le 4 décembre 1912 à Amsterdam – mort le 1er août 1986 à Amsterdam) est un mathématicien et calculateur prodige néerlandais."
Q723547;arts;"William Chester Minor";"William Chester Minor";"phare+saviez";8;2;a-ecrire;"";2026-09-03;;;"Le plus grand contributeur du dictionnaire d'Oxford rédigeait ses fiches depuis l'asile où il était enfermé pour meurtre.";"William Chester Minor, né le 22 juin 1834 dans la Ceylan britannique et mort le 26 mars 1920 à Hartford (Connecticut), est un chirurgien américain qui a été un des contributeurs bénévoles les plus importants de l'Oxford English Dictionary pendant ses années d'internement dans un asile psychiatrique britannique."
Q608039;arts;"";"Winchester Mystery House";"insolite+phare";8;1;a-ecrire;"";2026-09-03;;;"La veuve du fabricant de fusils a fait bâtir sans plan pendant trente-huit ans une maison à escaliers menant au plafond et portes ouvrant sur le vide.";"La Maison Winchester (Winchester Mystery House) est une demeure située en Californie à San José, près de Santa Clara, célèbre dans le folklore américain pour sa réputation de maison hantée."
Q16664406;cosmos;"";"WISE 0855−0714";"phare+saviez";8;0;ecrit;"fr";2026-09-03;2026-09-07;;"L'objet le plus froid connu hors du Système solaire affiche moins vingt-trois degrés et abriterait des nuages d'eau.";"WISE 0855–0714 (désignation complète : WISE J085510.83–071442.5) est une sous-naine brune située à 7,2 al dans la constellation de l'Hydre. En avril 2014, c'est la naine brune la plus froide connue (225 à 260 K en surface)."
Q1055802;histoire;"";"Wojtek";"insolite+phare+saviez";8;4;publie;"fr";2026-09-03;;2026-09-05;"Cet ours brun, engagé soldat par l'armée polonaise, portait des caisses d'obus à Monte Cassino et buvait de la bière avec la troupe.";"Wojtek, né en 1942 et mort en 1963, est un ours brun de Syrie, animal de guerre de l'armée polonaise durant la Seconde Guerre mondiale."
Q4666317;vivant;"";"Wood frog";"phare+saviez";8;0;publie;"fr";2026-09-03;;2026-09-05;"Elle laisse geler les deux tiers de l'eau de son corps, son cœur s'arrête, elle ne respire plus pendant des semaines, puis elle repart au printemps.";"La Grenouille des bois, Lithobates sylvaticus, est une espèce nord-américaine d'amphibiens de la famille des Ranidae."
Q55505;esprit;"Xénogreffe";"Xenotransplantation";"phare+saviez";8;0;a-ecrire;"";2026-09-03;;;"Un homme a vécu deux mois avec, dans la poitrine, un cœur de porc génétiquement modifié.";"La xénogreffe (ou xénotransplantation) est la transplantation d'un greffon (organe par exemple) où le donneur est d'une espèce biologique différente de celle du receveur."
Q8056281;sciences;"Yoshitaka Fujii";"";"phare";8;1;a-ecrire;"";2026-09-03;;;"Un anesthésiste japonais détient le record mondial de rétractations, avec cent quatre-vingt-trois articles retirés d'un seul coup.";"Yoshitaka Fujii (藤井善隆, Fujii Yoshitaka) est un chercheur japonais en anesthésiologie, titulaire d’un doctorat en médecine de la faculté de médecine de l’université Tōkai en 1987."
Q14945772;terre;"";"Zalzala Koh";"phare";8;2;a-ecrire;"";2026-09-03;;;"Un séisme pakistanais de 2013 a fait sortir une île de la mer ; quatre ans plus tard, les vagues l'avaient entièrement effacée.";"Zalzala Koh ou Zalzala Jazira est une petite île de la côte du Baloutchistan au Pakistan, émergée le 24 septembre 2013 à la suite d'un séisme et disparue en 2016."
Q150408;terre;"Zealandia";"Zealandia";"phare";8;1;a-ecrire;"";2026-09-03;;;"Un huitième continent de cinq millions de kilomètres carrés a été reconnu en 2017 : il est immergé à 94 %.";"Zealandia, aussi appelé Zélandia ou continent Nouvelle-Zélande, est un bloc continental d'environ 3 500 km de long sur 1 300 km de large[réf. nécessaire], presque entièrement submergé, dont les terres encore émergées forment principalement la Nouvelle-Zélande et la Nouvelle-Calédonie."
Q177397;mysteres;"Zone 51";"Area 51";"phare+saviez";8;0;a-ecrire;"";2026-09-03;;;"Le gouvernement américain a nié pendant soixante ans l'existence de la base avant de la reconnaître dans un document déclassifié en 2013.";"La Zone 51 est une aire géographique du Nevada aux États-Unis — aussi appelée Dreamland, Watertown, The Ranch, Paradise Ranch, The Farm, The Box, Groom Lake, Zone 51 A, Neverland ou encore The Directorate for Development Plans Area — où se trouve une base militaire dite secrète, et où sont testés entre autres des appareils expérimentaux."
Q219894;mysteres;"Zone rouge (séquelles de guerre)";"Zone rouge";"insolite+phare";8;0;a-ecrire;"";2026-09-03;;;"Un siècle après Verdun, des villages entiers restent interdits d'habitation et de culture, le sol trop chargé d'obus et d'arsenic.";"Zone rouge est le nom donné en France à environ 120 000 hectares de champ de bataille où, à cause de dégâts physiques majeurs sur le milieu pendant la Première Guerre mondiale et en raison de la présence de milliers de cadavres et de millions de munitions non explosées, certaines activités ont été p"
Q149012;cosmos;"(243) Ida";"243 Ida";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"En 1993, une sonde a prouvé qu'un simple astéroïde pouvait avoir sa propre lune.";"(243) Ida est un astéroïde de la famille de Coronis, elle-même située dans la ceinture principale et qui a la particularité de posséder une lune astéroïdale. Il a été découvert le 29 septembre 1884 par l'astronome Johann Palisa et nommé d'après une nymphe de la mythologie grecque."
Q118931;cosmos;"(99942) Apophis";"99942 Apophis";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"En 2029, un astéroïde de 340 mètres passera plus près de nous que les satellites géostationnaires, visible à l'œil nu.";"(99942) Apophis (désignation provisoire 2004 MN4) est un astéroïde géocroiseur, de type Sq, qui est découvert le 19 juin 2004. Mesurant environ 325 mètres de diamètre et d'une masse d'environ 40 à 50 millions de tonnes, il suit une orbite proche de celle de la Terre qu'il croise deux fois à chacune de ses révolutions."
Q11559;cosmos;"";"10199 Chariklo";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un caillou de deux cent cinquante kilomètres possède deux anneaux, révélés parce qu'ils ont éteint une étoile deux fois de suite.";"(10199) Chariclo, internationalement (10199) Chariklo, est un centaure, un petit corps dont l'orbite croise celle des planètes externes du Système solaire. Découvert le 15 février 1997 par le programme Spacewatch, il est la première planète mineure connue à posséder des anneaux."
Q4575042;terre;"";"1972 Iran blizzard";"phare";7;4;a-ecrire;"";2026-09-03;;;"Huit mètres de neige en une semaine ont effacé des villages entiers et tué environ quatre mille personnes.";"Le blizzard de février 1972 en Iran est une série de tempêtes de neige qui ont causé la mort d'environ 4 000 personnes dans ce pays et rayé de la carte 200 villages."
Q212834;arts;"";"20 Fenchurch Street";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"La façade concave concentrait tellement le soleil qu'elle faisait fondre la carrosserie des voitures garées en dessous.";"Le 20 Fenchurch Street, surnommé The Walkie-Talkie en raison de sa forme particulière, est un gratte-ciel de Londres. Il s'est fait connaître du grand public à cause des dégâts qu'il a causés, en raison du réfléchissement des rayons solaires par ses vitres concaves."
Q798416;sciences;"200 Clarendon Street";"John Hancock Tower";"phare";7;1;a-ecrire;"";2026-09-03;;;"Les vitres de la tour se décrochaient et s'écrasaient dans la rue : il a fallu remplacer les dix mille panneaux de la façade.";"Le 200 Clarendon Street (anciennement John Hancock Tower) est le plus haut gratte-ciel de la ville de Boston dans l'État du Massachusetts. D'une hauteur de 241 mètres, la façade est entièrement vitrée."
Q67328765;cosmos;"";"2I/Borisov";"phare";7;5;ecrit;"fr";2026-09-03;2026-09-07;;"Un astronome amateur de Crimée a repéré avec un télescope de sa fabrication la première comète venue d'un autre système stellaire.";"2I/Borissov (désignation provisoire C/2019 Q4 (Borissov), désignation temporaire gb00234) est une comète interstellaire repérée dans le système solaire le 30 août 2019 par Guennadi Borissov au Mobil Astronomical Robotics Genon Observatory (d) (MARGO), à Naoutchnyï, en Crimée."
Q21111144;esprit;"";"ABCC11";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un seul gène décide si votre cérumen est sec ou collant — et, du même coup, si vous sentez sous les bras.";"ATP-binding cassette transporter sub-family C member 11, also MRP8 (Multidrug Resistance-Related Protein 8), is a membrane transporter that exports certain molecules from inside a cell."
Q6655437;arts;"";"Abu Simbel (village)";"phare";7;1;a-ecrire;"";2026-09-03;;;"Les temples de Ramsès II ont été sciés en plus de mille blocs et remontés soixante mètres plus haut pour échapper au lac Nasser.";"Abou Simbel (arabe أبو سنبل ou أبو سمبل : Le père de l'épi) est une ville égyptienne située à l'extrême sud du pays, au bord du lac Nasser, à 290 km au sud-ouest d'Assouan."
Q381490;sciences;"Aérogel";"Aerogel";"phare+saviez";7;2;a-ecrire;"";2026-09-03;;;"Ce solide est fait à 99,8 % d'air, ne se sent pas dans la main, et supporte pourtant plusieurs milliers de fois son propre poids.";"Un aérogel est un matériau semblable à un gel où le composant liquide est remplacé par du gaz. C'est un solide à très faible densité avec plusieurs propriétés remarquables, notamment sa capacité à isoler thermiquement."
Q1132713;sciences;"Affaire Bogdanoff";"Bogdanov affair";"phare";7;1;a-ecrire;"";2026-09-03;;;"Deux frères vedettes de la télévision ont décroché des doctorats de physique avec des thèses que des spécialistes ont jugées incompréhensibles.";"L’affaire Bogdanoff (ou affaire Bogdanov) est une controverse sur la valeur scientifique des travaux des producteurs et animateurs de télévision français Igor et Grichka Bogdanoff."
Q173457;histoire;"Affaire Dreyfus";"Dreyfus affair";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"La preuve de l'innocence de Dreyfus dormait dans un dossier depuis des années, et l'état-major a préféré fabriquer de nouveaux faux.";"L'affaire Dreyfus (prononcé : [afɛʁ dʁɛfys]) est une affaire d'État devenue un conflit politique majeur de la Troisième République, survenu en France à la fin du XIXe siècle autour de l'accusation de trahison faite au capitaine Alfred Dreyfus, juif d'origine alsacienne, qui est finalement innocenté."
Q51716436;mysteres;"Affaire du Dahlia noir";"Murder of Elizabeth Short";"phare";7;0;a-ecrire;"";2026-09-03;;;"Le corps a été retrouvé sectionné en deux à la taille, entièrement vidé de son sang et disposé dans l'herbe comme une mise en scène.";"L’affaire du Dahlia noir fait référence à l'homicide non élucidé d'Elizabeth Short, une jeune femme américaine surnommée « Le Dahlia noir » (en anglais : Black Dahlia)."
Q1348718;mysteres;"Affaire Romand";"Jean-Claude Romand";"phare";7;2;a-ecrire;"";2026-09-03;;;"Il a fait croire dix-huit ans qu'il était médecin à l'OMS, partant chaque matin lire des revues sur un parking, avant de tuer toute sa famille.";"L'affaire Romand est une affaire criminelle française. Elle implique Jean-Claude Romand, tueur à la chaîne et imposteur, qui a menti à ses proches pendant dix-huit ans en se prétendant médecin et chercheur, alors qu'il n'avait aucune activité, avant de les assassiner."
Q24478688;mysteres;"Affaire Seznec";"Seznec affair";"phare";7;2;a-ecrire;"";2026-09-03;;;"Condamné au bagne en 1924 pour un meurtre sans cadavre, sans aveu et sans arme, il a vu ses descendants perdre quatorze demandes de révision.";"L’affaire Seznec est une affaire criminelle célèbre dans laquelle Guillaume Seznec est reconnu coupable, en 1924, du meurtre de Pierre Quéméneur, conseiller général du Finistère, et de faux en écriture privée."
Q2161912;histoire;"Affaire Tichborne";"Tichborne case";"phare";7;4;ecrit;"fr";2026-09-03;2026-09-07;;"Un boucher australien s'est présenté comme l'héritier disparu d'une famille noble, sa mère l'a reconnu, et le plus long procès du siècle a ruiné tout le monde.";"L’affaire Tichborne est une cause célèbre du droit britannique qui passionne l'Angleterre victorienne des années 1860 et 1870. Un individu, parfois dénommé Thomas Castro ou Arthur Orton mais qui le plus souvent est simplement appelé « le requérant » (the Claimant en anglais), revendique être l'héritier des baronnets Tichborne."
Q208682;vivant;"Albatros hurleur";"Wandering albatross";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Il fait le tour de l'océan Austral en quarante-six jours en planant presque sans battre des ailes, ses épaules bloquées par un tendon qui lui évite tout effort.";"L'Albatros hurleur (Diomedea exulans), également appelé Grand Albatros, est le plus grand et le plus lourd représentant des albatros ; c'est aussi le premier à avoir été décrit."
Q154269;cosmos;"Alexeï Leonov";"Alexei Leonov";"phare+saviez";7;0;publie;"fr";2026-09-03;;2026-09-05;"Sa combinaison a tellement gonflé dans le vide qu'il a dû la dépressuriser en secret pour rentrer dans le sas.";"Alexeï Arkhipovitch Leonov (en russe : Алексе́й Архи́пович Лео́нов), né le 30 mai 1934 à Listvianka (oblast de Kemerovo) et mort le 11 octobre 2019 à Moscou, est un cosmonaute soviétique."
Q2834652;esprit;"Alexis Saint Martin";"Alexis St. Martin";"insolite+phare";7;1;a-ecrire;"";2026-09-03;;;"Une blessure par balle lui a laissé un orifice permanent vers l'estomac ; son médecin y a fait pendre des aliments au bout d'un fil pendant des années.";"Alexis Saint Martin (18 avril 1794 ou 8 avril 1802 – 24 juin 1880) était un trappeur canadien quand il fut grièvement blessé au ventre par un accident de fusil en 1822, il en garda une fistule permettant de voir l'intérieur de son estomac."
Q47580;cosmos;"ALH 84001";"Allan Hills 84001";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un caillou martien ramassé en Antarctique a valu une conférence de presse présidentielle en 1996 pour d'hypothétiques microfossiles.";"ALH 84001 (Allan Hills 84001) est le nom donné à un fragment de météorite, probablement une météorite martienne. En 1996, un groupe de scientifiques dirigé par David S."
Q11104;sciences;"Alhazen";"Ibn al-Haytham";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Emprisonné pour avoir promis de dompter le Nil, il a mis à profit sa réclusion pour fonder l'optique moderne et la méthode expérimentale.";"Alhazen ou Alhacen, de son vrai nom Ibn al-Haytham ou de son nom complet Abu Ali al-Hasan ibn al-Hasan ibn al-Haytham (en arabe : أبو علي الحسن بن الحسن بن الهيثم ) (Bassora, c.965 – Le Caire, c.1040) est un mathématicien, philosophe, physiologiste et physicien du monde médiéval arabo-musulman."
Q135198207;vivant;"Alphapithovirus sibericum";"";"phare";7;4;ecrit;"fr";2026-09-03;2026-09-07;;"Ce virus géant sorti du pergélisol sibérien après trente mille ans de gel s'est révélé parfaitement infectieux dès qu'on l'a mis en présence d'amibes.";"Alphapithovirus sibericum est une espèce de virus géant, soit d'une taille supérieure à 0,5 micromètre, découvert en Sibérie en 2014. Ce virus infecte les amibes du genre Amoeba."
Q11276;cosmos;"Amas globulaire";"Globular cluster";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un million d'étoiles y sont si serrées que depuis une planète, il ferait jour presque toute la nuit.";"En astronomie, un amas globulaire est un amas stellaire très dense, contenant typiquement une centaine de milliers d'étoiles distribuées dans une sphère dont la taille varie d'une vingtaine à quelques centaines d'années-lumière."
Q191050;mysteres;"Ambrose Bierce";"Ambrose Bierce";"phare";7;1;a-ecrire;"";2026-09-03;;;"Il part à soixante et onze ans suivre la révolution mexicaine et écrit dans sa dernière lettre que disparaître ainsi serait une belle façon de finir.";"Ambrose Gwinnett Bierce, né le 24 juin 1842 à Horse Cave Creek dans l’Ohio et disparu en 1914 à Chihuahua au Mexique (où il a été vu pour la dernière fois) est un écrivain et journaliste américain."
Q139978;vivant;"";"Amphioctopus marginatus";"phare+saviez";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Ce poulpe transporte des demi-coquilles de noix de coco sous son corps, ce qui le ralentit, pour s'en faire un abri plus tard.";"Amphioctopus marginatus (syn. et ancien nom Octopus marginatus) est une espèce de poulpes vivant dans les eaux tropicales de la partie est du Pacifique."
Q6193348;vivant;"";"Amphiprion";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Chez ces poissons, c'est le mâle dominant qui devient femelle à la mort de celle-ci, l'inverse exact du scénario de Nemo.";"Amphiprion est un genre de poissons, dont le nom vernaculaire est poisson clown, qui contient une trentaine d'espèces. Ces poissons vivent la plupart du temps en relation mutualiste avec des anémones de mer."
Q166543;esprit;"Anesthésie générale";"General anaesthesia";"phare";7;1;a-ecrire;"";2026-09-03;;;"On éteint la conscience de millions de personnes chaque année sans savoir précisément comment cela fonctionne.";"L'anesthésie générale , ou AG, est un acte médical dont l'objectif principal est la suspension temporaire et réversible de la conscience et de la sensibilité douloureuse, au moyen de médicaments (drogues anesthésiques) administrés par voie intraveineuse et/ou inhalation."
Q201235;vivant;"Anguille électrique";"Electrophorus electricus";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Six cents volts, produits par un animal, dans l'eau.";"L'Anguille électrique (Electrophorus electricus) est une espèce de poissons d'eau douce du Nord de l'Amérique du Sud, du bassin de l'Orénoque à celui de l'Amazone."
Q230650;cosmos;"Annie Jump Cannon";"Annie Jump Cannon";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Devenue sourde, elle a classé à la main plus de trois cent cinquante mille spectres d'étoiles, jusqu'à trois par minute.";"Annie Jump Cannon, née le 11 décembre 1863 à Dover (Delaware) et morte le 13 avril 1941 à Cambridge (Massachusetts), est une astronome américaine. Elle est connue comme étant la principale autrice de la classification de Harvard, première contribution fondamentale à la classification des étoiles en fonction de leurs températures et de leurs types spectraux."
Q569091;cosmos;"Anomalie Pioneer";"Pioneer anomaly";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Deux sondes ont ralenti pendant trente ans sans raison, jusqu'à ce qu'on découvre que la chaleur de leurs propres circuits les poussait doucement.";"L'anomalie Pioneer (ou effet Pioneer) désigne l'anomalie d'accélération affectant les sondes spatiales Pioneer 10 et 11 durant leur transit en marge du système solaire et mesurée entre 1979 et 2002."
Q37395;vivant;"Anomalocaris";"Anomalocaris";"phare";7;1;publie;"fr";2026-09-03;;2026-09-05;"Ses trois parties ont été décrites comme trois animaux distincts : une crevette, une méduse et une éponge, pendant près d'un siècle.";"Anomalocaris (« étrange crevette ») est un genre d'arthropodes de l'ordre fossile des Radiodontes (famille des Anomalocarididés). Le genre est présent dans le registre fossile de l’ère Paléozoïque, durant le Cambrien moyen, il y a environ 505 millions d'années."
Q567869;esprit;"Anosognosie";"Anosognosia";"phare+saviez";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Paralysée du côté gauche, une patiente soutient qu'elle va parfaitement bien et explique qu'elle ne lève pas ce bras parce qu'elle n'en a pas envie.";"L’anosognosie est un trouble neuropsychologique qui fait qu'un patient atteint d'une maladie ou d'un handicap ne semble pas avoir conscience de sa condition. À l'inverse du déni, qui est un mécanisme de défense psychologique « normal », cette méconnaissance par l’individu de sa maladie est pathologique et peut refléter une atteinte de certaines aires cérébrales."
Q886786;histoire;"Antoine de Tounens";"Orélie-Antoine de Tounens";"phare";7;4;publie;"fr";2026-09-03;;2026-09-05;"Un avoué du Périgord s'est fait proclamer roi d'Araucanie et de Patagonie en 1860, avec drapeau, constitution, monnaie et ministres.";"Antoine de Tounens, né Antoine Orélie Tounein le 12 mai 1825 à La Chèze, dans la commune de Chourgnac (Dordogne), et mort le 17 septembre 1878 à Tourtoirac (Dordogne), est un avoué puis aventurier et cryptarque français qui par deux ordonnances du 17 novembre 1860 et 20 novembre 1860, déclare la fon"
Q360312;arts;"Antoine Parmentier";"Antoine-Augustin Parmentier";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Pour imposer la pomme de terre, il a fait garder ses champs par des soldats le jour, afin qu'on vienne les voler la nuit.";"Antoine Augustin Parmentier est un pharmacien militaire, agronome, nutritionniste et hygiéniste français, né le 12 août 1737 à Montdidier et mort le 17 décembre 1813 à Paris."
Q20707611;esprit;"Aphantasie";"Aphantasia";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Certaines personnes ne voient absolument rien quand elles ferment les yeux. Elles l'apprennent souvent vers quarante ans.";"L'aphantasie est un trouble neurologique, classé parfois plutôt comme simple neuroatypie (ou « variante neurologique »), qui empêche certaines personnes de créer volontairement des images dans leur esprit — comme visualiser un visage, un paysage ou une scène."
Q296198;cosmos;"";"APM 08279+5255";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Autour d'un quasar lointain flotte un réservoir de vapeur d'eau égal à cent quarante mille milliards de fois tous les océans terrestres.";"APM 08279+5255 est un quasar super-lumineux, très éloigné, situé dans la constellation du Lynx. Il est agrandi et découpé en 3 images par une lentille gravitationnelle d'une galaxie à travers laquelle sa lumière passe."
